Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Small millets,2017,Kharif     ,Tripura,493.0,386,3326.8,77617.92,187.34,0.7829614604462475
Soyabean,2017,Kharif     ,Tripura,238.0,166,3326.8,37470.72,90.44,0.6974789915966386
Soyabean,2017,Rabi       ,Tripura,259.0,198,3326.8,40776.96,98.42,0.7644787644787645
Sugarcane,2017,Whole Year ,Tripura,806.0,42489,3326.8,126896.64,306.28,52.715880893300245
Urad,2017,Kharif     ,Tripura,2868.0,1682,3326.8,451537.92,1089.84,0.5864714086471409
Urad,2017,Rabi       ,Tripura,2482.0,1765,3326.8,390766.08,943.16,0.7111200644641418
Wheat,2017,Rabi       ,Tripura,195.0,396,3326.8,30700.8,74.1,2.0307692307692307
Arhar/Tur,2017,Kharif     ,Uttar Pradesh,282271.0,331672,652.1,44440746.24,107262.98,1.1750126651338608
Bajra,2017,Kharif     ,Uttar Pradesh,925397.0,1795148,652.1,145694503.7,351650.86,1.9398679701792851
Banana,2017,Summer     ,Uttar Pradesh,69378.0,3172335,652.1,10922872.32,26363.64,45.72537403787944
Barley,2017,Rabi       ,Uttar Pradesh,143911.0,403155,652.1,22657347.84,54686.18,2.8014189325346917
Coriander,2017,Rabi       ,Uttar Pradesh,6790.0,3541,652.1,1069017.6,2580.2,0.5215022091310751
Cotton(lint),2017,Kharif     ,Uttar Pradesh,4150.0,1534,652.1,653376.0,1577.0,0.3696385542168675
Dry chillies,2017,Kharif     ,Uttar Pradesh,13636.0,12578,652.1,2146851.84,5181.68,0.9224112643003813
Garlic,2017,Rabi       ,Uttar Pradesh,35219.0,188609,652.1,5544879.36,13383.22,5.355319571822028
Ginger,2017,Kharif     ,Uttar Pradesh,877.0,4167,652.1,138074.88,333.26,4.751425313568985
Gram,2017,Rabi       ,Uttar Pradesh,500762.0,578550,652.1,78839969.28,190289.56,1.155339262963244
Groundnut,2017,Kharif     ,Uttar Pradesh,87922.0,89075,652.1,13842439.68,33410.36,1.01311389640818
Guar seed,2017,Kharif     ,Uttar Pradesh,2077.0,1487,652.1,327002.88,789.26,0.7159364467982667
Jowar,2017,Kharif     ,Uttar Pradesh,169145.0,214815,652.1,26630188.8,64275.1,1.270005025274173
Linseed,2017,Rabi       ,Uttar Pradesh,25695.0,15461,652.1,4045420.8,9764.1,0.6017123954076669
Maize,2017,Kharif     ,Uttar Pradesh,664457.0,1456460,652.1,104612110.1,252493.66,2.1919552356284906
Maize,2017,Rabi       ,Uttar Pradesh,13788.0,41388,652.1,2170782.72,5239.44,3.001740644038294
Maize,2017,Summer     ,Uttar Pradesh,46098.0,101045,652.1,7257669.12,17517.24,2.1919606056661896
Masoor,2017,Rabi       ,Uttar Pradesh,484391.0,498327,652.1,76262519.04,184068.58,1.0287701464312922
Moong(Green Gram),2017,Kharif     ,Uttar Pradesh,45050.0,17766,652.1,7092672.0,17119.0,0.394361820199778
Moong(Green Gram),2017,Summer     ,Uttar Pradesh,42125.0,28284,652.1,6632160.0,16007.5,0.6714302670623146
Onion,2017,Rabi       ,Uttar Pradesh,13007.0,189992,652.1,2047822.08,4942.66,14.60690397478281
Onion,2017,Summer     ,Uttar Pradesh,12557.0,180634,652.1,1976974.08,4771.66,14.385123835310981
Peas & beans (Pulses),2017,Rabi       ,Uttar Pradesh,294414.0,432518,652.1,46352540.16,111877.32,1.4690809540307186
Potato,2017,Rabi       ,Uttar Pradesh,572826.0,15008697,652.1,90185725.44,217673.88,26.20114485026867
Rapeseed &Mustard,2017,Rabi       ,Uttar Pradesh,678853.0,944759,652.1,106878616.3,257964.14,1.3916989392401595
Rice,2017,Kharif     ,Uttar Pradesh,5897871.0,15441958,652.1,928560810.2,2241190.98,2.6182257970715197
Rice,2017,Summer     ,Uttar Pradesh,25761.0,76645,652.1,4055811.84,9789.18,2.975233880672334
Sannhamp,2017,Kharif     ,Uttar Pradesh,2116.0,408,652.1,333143.04,804.08,0.19281663516068054
Sesamum,2017,Kharif     ,Uttar Pradesh,278080.0,82116,652.1,43780915.2,105670.4,0.2952963176064442
Small millets,2017,Kharif     ,Uttar Pradesh,9264.0,6021,652.1,1458524.16,3520.32,0.6499352331606217
Small millets,2017,Summer     ,Uttar Pradesh,42.0,37,652.1,6612.48,15.96,0.8809523809523809
Soyabean,2017,Kharif     ,Uttar Pradesh,14268.0,11093,652.1,2246353.92,5421.84,0.7774740678441268
Sugarcane,2017,Kharif     ,Uttar Pradesh,2234282.0,177056410,652.1,351765358.1,849027.16,79.24532802931769
Sunflower,2017,Summer     ,Uttar Pradesh,2093.0,3018,652.1,329521.92,795.34,1.4419493549928333
Sweet potato,2017,Kharif     ,Uttar Pradesh,16318.0,182201,652.1,2569105.92,6200.84,11.165645299669077
Tobacco,2017,Rabi       ,Uttar Pradesh,22183.0,103223,652.1,3492491.52,8429.54,4.653247982689447
Tobacco,2017,Summer     ,Uttar Pradesh,929.0,2650,652.1,146261.76,353.02,2.852529601722282
Turmeric,2017,Rabi       ,Uttar Pradesh,1201.0,1537,652.1,189085.44,456.38,1.279766860949209
Urad,2017,Kharif     ,Uttar Pradesh,565472.0,283320,652.1,89027911.68,214879.36,0.5010327655480731
Urad,2017,Summer     ,Uttar Pradesh,49460.0,31265,652.1,7786982.4,18794.8,0.6321269712899312
Wheat,2017,Rabi       ,Uttar Pradesh,9752941.0,35645666,652.1,1535503031.0,3706117.58,3.6548632868793116
Arhar/Tur,2017,Kharif     ,Uttarakhand,3459.0,3322,1475.8,544584.96,1314.42,0.9603931772188494
Barley,2017,Rabi       ,Uttarakhand,19216.0,25480,1475.8,3025367.04,7302.08,1.3259783513738552
Garlic,2017,Whole Year ,Uttarakhand,4205.0,29163,1475.8,662035.2,1597.9,6.935315101070154
Gram,2017,Rabi       ,Uttarakhand,530.0,440,1475.8,83443.2,201.4,0.8301886792452831
Groundnut,2017,Kharif     ,Uttarakhand,805.0,1109,1475.8,126739.2,305.9,1.377639751552795
Horse-gram,2017,Kharif     ,Uttarakhand,12728.0,10555,1475.8,2003896.32,4836.64,0.8292740414833438
Maize,2017,Kharif     ,Uttarakhand,20806.0,42563,1475.8,3275696.64,7906.28,2.045707968855138
Maize,2017,Summer     ,Uttarakhand,66.0,96,1475.8,10391.04,25.08,1.4545454545454546
Masoor,2017,Rabi       ,Uttarakhand,9500.0,6582,1475.8,1495680.0,3610.0,0.6928421052631579
Moong(Green Gram),2017,Kharif     ,Uttarakhand,15.0,8,1475.8,2361.6,5.7,0.5333333333333333
Moong(Green Gram),2017,Summer     ,Uttarakhand,6.0,4,1475.8,944.64,2.28,0.6666666666666666
Moth,2017,Kharif     ,Uttarakhand,9.0,5,1475.8,1416.96,3.42,0.5555555555555556
Onion,2017,Whole Year ,Uttarakhand,3499.0,56138,1475.8,550882.56,1329.62,16.044012575021434
Other  Rabi pulses,2017,Rabi       ,Uttarakhand,27.0,22,1475.8,4250.88,10.26,0.8148148148148148
Other Cereals,2017,Kharif     ,Uttarakhand,581.0,315,1475.8,91472.64,220.78,0.5421686746987951
Other Cereals,2017,Rabi       ,Uttarakhand,786.0,591,1475.8,123747.84,298.68,0.7519083969465649
Other Kharif pulses,2017,Kharif     ,Uttarakhand,11774.0,12623,1475.8,1853698.56,4474.12,1.0721080346526244
Peas & beans (Pulses),2017,Rabi       ,Uttarakhand,4348.0,4095,1475.8,684549.12,1652.24,0.9418123275068997
Potato,2017,Kharif     ,Uttarakhand,7861.0,79562,1475.8,1237635.84,2987.18,10.121104185218165
Potato,2017,Rabi       ,Uttarakhand,6141.0,80400,1475.8,966839.04,2333.58,13.092330239374695
Ragi,2017,Kharif     ,Uttarakhand,101504.0,138836,1475.8,15980789.76,38571.52,1.3677884615384615
Rapeseed &Mustard,2017,Rabi       ,Uttarakhand,13592.0,11126,1475.8,2139924.48,5164.96,0.818569746909947
Rice,2017,Kharif     ,Uttarakhand,246539.0,620027,1475.8,38815100.16,93684.82,2.5149246163892935
Rice,2017,Summer     ,Uttarakhand,13953.0,44845,1475.8,2196760.32,5302.14,3.214004156812155
Sesamum,2017,Kharif     ,Uttarakhand,1888.0,563,1475.8,297246.72,717.44,0.2981991525423729
Small millets,2017,Kharif     ,Uttarakhand,53160.0,70393,1475.8,8369510.4,20200.8,1.3241723100075244
Soyabean,2017,Kharif     ,Uttarakhand,10537.0,12759,1475.8,1658945.28,4004.06,1.2108759608996869
Sugarcane,2017,Whole Year ,Uttarakhand,91618.0,6385778,1475.8,14424337.92,34814.84,69.70003711061145
Tobacco,2017,Whole Year ,Uttarakhand,5.0,10,1475.8,787.2,1.9,2.0
Turmeric,2017,Whole Year ,Uttarakhand,800.0,1804,1475.8,125952.0,304.0,2.255
Urad,2017,Kharif     ,Uttarakhand,12884.0,9838,1475.8,2028456.96,4895.92,0.7635827382800373
Urad,2017,Summer     ,Uttarakhand,97.0,66,1475.8,15271.68,36.86,0.6804123711340206
Wheat,2017,Rabi       ,Uttarakhand,330401.0,929884,1475.8,52018333.44,125552.38,2.8144103680073607
other oilseeds,2017,Kharif     ,Uttarakhand,34.0,24,1475.8,5352.96,12.92,0.7058823529411765
other oilseeds,2017,Rabi       ,Uttarakhand,333.0,168,1475.8,52427.52,126.54,0.5045045045045045
Arhar/Tur,2017,Rabi       ,West Bengal,3843.0,5794,1830.0,605041.92,1460.34,1.5076762945615405
Bajra,2017,Kharif     ,West Bengal,30.0,12,1830.0,4723.2,11.4,0.4
Barley,2017,Rabi       ,West Bengal,428.0,607,1830.0,67384.32,162.64,1.4182242990654206
Coconut ,2017,Whole Year ,West Bengal,30250.0,378500000,1830.0,4762560.0,11495.0,12512.396694214876
Cotton(lint),2017,Kharif     ,West Bengal,176.0,866,1830.0,27709.44,66.88,4.920454545454546
Gram,2017,Rabi       ,West Bengal,29603.0,42405,1830.0,4660696.32,11249.14,1.432456169982772
Groundnut,2017,Autumn     ,West Bengal,1798.0,2334,1830.0,283077.12,683.24,1.2981090100111234
Groundnut,2017,Rabi       ,West Bengal,10955.0,22997,1830.0,1724755.2,4162.9,2.099224098585121
Groundnut,2017,Summer     ,West Bengal,55098.0,162387,1830.0,8674629.12,20937.24,2.9472394642273767
Horse-gram,2017,Rabi       ,West Bengal,1319.0,752,1830.0,207663.36,501.22,0.5701288855193328
Jowar,2017,Autumn     ,West Bengal,6.0,3,1830.0,944.64,2.28,0.5
Jute,2017,Kharif     ,West Bengal,515082.0,7511650,1830.0,81094510.08,195731.16,14.58340613727523
Khesari,2017,Rabi       ,West Bengal,85634.0,83186,1830.0,13482216.96,32540.92,0.9714132237195506
Linseed,2017,Rabi       ,West Bengal,4905.0,1018,1830.0,772243.2,1863.9,0.2075433231396534
Maize,2017,Autumn     ,West Bengal,56185.0,151542,1830.0,8845766.4,21350.3,2.697196760701255
Maize,2017,Rabi       ,West Bengal,117678.0,903874,1830.0,18527224.32,44717.64,7.680908920953789
Maize,2017,Summer     ,West Bengal,71365.0,368001,1830.0,11235705.6,27118.7,5.156603377005535
Masoor,2017,Rabi       ,West Bengal,155818.0,148368,1830.0,24531985.92,59210.84,0.9521878088539193
Mesta,2017,Kharif     ,West Bengal,10360.0,109043,1830.0,1631078.4,3936.8,10.5253861003861
Moong(Green Gram),2017,Kharif     ,West Bengal,2813.0,2185,1830.0,442878.72,1068.94,0.776750799857803
Moong(Green Gram),2017,Rabi       ,West Bengal,1658.0,1465,1830.0,261035.52,630.04,0.8835946924004825
Moong(Green Gram),2017,Summer     ,West Bengal,57617.0,44182,1830.0,9071220.48,21894.46,0.7668222920318656
Niger seed,2017,Kharif     ,West Bengal,3230.0,1998,1830.0,508531.2,1227.4,0.6185758513931888
Other  Rabi pulses,2017,Rabi       ,West Bengal,543.0,384,1830.0,85489.92,206.34,0.7071823204419889
Other Kharif pulses,2017,Kharif     ,West Bengal,7822.0,6327,1830.0,1231495.68,2972.36,0.808872411148044
Peas & beans (Pulses),2017,Rabi       ,West Bengal,17964.0,20203,1830.0,2828252.16,6826.32,1.1246381652193276
Potato,2017,Rabi       ,West Bengal,430615.0,14920198,1830.0,67796025.6,163633.7,34.64857935743065
Potato,2017,Summer     ,West Bengal,1130.0,12440,1830.0,177907.2,429.4,11.008849557522124
Ragi,2017,Autumn     ,West Bengal,3379.0,3368,1830.0,531989.76,1284.02,0.9967445989937851
Rapeseed &Mustard,2017,Rabi       ,West Bengal,616798.0,738372,1830.0,97108677.12,234383.24,1.197105048978758
Rice,2017,Autumn     ,West Bengal,249341.0,633542,1830.0,39256247.04,94749.58,2.540865722043306
Rice,2017,Summer     ,West Bengal,1295678.0,4671912,1830.0,203991544.3,492357.64,3.6057662474781544
Rice,2017,Winter     ,West Bengal,3992412.0,11010468,1830.0,628565345.3,1517116.56,2.7578486388679324
Safflower,2017,Kharif     ,West Bengal,101.0,99,1830.0,15901.44,38.38,0.9801980198019802
Sannhamp,2017,Kharif     ,West Bengal,745.0,3638,1830.0,117292.8,283.1,4.883221476510067
Sesamum,2017,Autumn     ,West Bengal,813.0,662,1830.0,127998.72,308.94,0.8142681426814268
Sesamum,2017,Summer     ,West Bengal,243728.0,238134,1830.0,38372536.32,92616.64,0.9770481848618132
Sesamum,2017,Winter     ,West Bengal,1276.0,872,1830.0,200893.44,484.88,0.6833855799373041
Small millets,2017,Autumn     ,West Bengal,633.0,443,1830.0,99659.52,240.54,0.6998420221169036
Small millets,2017,Rabi       ,West Bengal,1267.0,1024,1830.0,199476.48,481.46,0.8082083662194159
Soyabean,2017,Kharif     ,West Bengal,398.0,380,1830.0,62661.12,151.24,0.9547738693467337
Sugarcane,2017,Whole Year ,West Bengal,19160.0,1737321,1830.0,3016550.4,7280.8,90.67437369519833
Sunflower,2017,Kharif     ,West Bengal,7382.0,9055,1830.0,1162222.08,2805.16,1.2266323489569222
Tobacco,2017,Whole Year ,West Bengal,13985.0,17672,1830.0,2201798.4,5314.3,1.2636396138720056
Urad,2017,Kharif     ,West Bengal,67548.0,45383,1830.0,10634757.12,25668.24,0.6718629715165512
Urad,2017,Rabi       ,West Bengal,10454.0,9583,1830.0,1645877.76,3972.52,0.9166826095274536
Wheat,2017,Rabi       ,West Bengal,117360.0,362744,1830.0,18477158.4,44596.8,3.090865712338105
Arhar/Tur,2018,Kharif     ,Arunachal Pradesh,816.0,705,2992.9,132355.2,285.6,0.8639705882352942
Dry chillies,2018,Whole Year ,Arunachal Pradesh,3630.0,10346,2992.9,588786.0,1270.5,2.850137741046832
Ginger,2018,Whole Year ,Arunachal Pradesh,7880.0,55948,2992.9,1278136.0,2758.0,7.1
Groundnut,2018,Kharif     ,Arunachal Pradesh,921.0,903,2992.9,149386.2,322.35,0.9804560260586319
Maize,2018,Kharif     ,Arunachal Pradesh,51000.0,78030,2992.9,8272200.0,17850.0,1.53
Masoor,2018,Rabi       ,Arunachal Pradesh,453.0,352,2992.9,73476.6,158.55,0.7770419426048565
Moong(Green Gram),2018,Kharif     ,Arunachal Pradesh,1313.0,1339,2992.9,212968.6,459.55,1.0198019801980198
Other  Rabi pulses,2018,Rabi       ,Arunachal Pradesh,1268.0,815,2992.9,205669.6,443.8,0.6427444794952681
Other Kharif pulses,2018,Kharif     ,Arunachal Pradesh,2496.0,2321,2992.9,404851.2,873.6,0.9298878205128205
Peas & beans (Pulses),2018,Kharif     ,Arunachal Pradesh,672.0,680,2992.9,108998.4,235.2,1.0119047619047619
Peas & beans (Pulses),2018,Rabi       ,Arunachal Pradesh,3690.0,5775,2992.9,598518.0,1291.5,1.565040650406504
Potato,2018,Whole Year ,Arunachal Pradesh,6175.0,44118,2992.9,1001585.0,2161.25,7.144615384615385
Rapeseed &Mustard,2018,Rabi       ,Arunachal Pradesh,28206.0,28735,2992.9,4575013.2,9872.1,1.018754874849323
Rice,2018,Kharif     ,Arunachal Pradesh,133200.0,239998,2992.9,21605040.0,46620.0,1.8017867867867867
Sesamum,2018,Kharif     ,Arunachal Pradesh,2053.0,1831,2992.9,332996.6,718.55,0.8918655625913298
Small millets,2018,Kharif     ,Arunachal Pradesh,26775.0,27402,2992.9,4342905.0,9371.25,1.0234173669467788
Soyabean,2018,Kharif     ,Arunachal Pradesh,3132.0,4438,2992.9,508010.4,1096.2,1.41698595146871
Sugarcane,2018,Whole Year ,Arunachal Pradesh,2130.0,45792,2992.9,345486.0,745.5,21.498591549295774
Sunflower,2018,Kharif     ,Arunachal Pradesh,573.0,468,2992.9,92940.6,200.55,0.8167539267015707
Turmeric,2018,Whole Year ,Arunachal Pradesh,820.0,3731,2992.9,133004.0,287.0,4.55
Urad,2018,Kharif     ,Arunachal Pradesh,1144.0,1028,2992.9,185556.8,400.4,0.8986013986013986
Urad,2018,Rabi       ,Arunachal Pradesh,1448.0,1385,2992.9,234865.6,506.8,0.9564917127071824
Wheat,2018,Rabi       ,Arunachal Pradesh,3930.0,7742,2992.9,637446.0,1375.5,1.969974554707379
other oilseeds,2018,Kharif     ,Arunachal Pradesh,715.0,649,2992.9,115973.0,250.25,0.9076923076923077
Arhar/Tur,2018,Kharif     ,Bihar,17102.0,31680,1521.4,2773944.4,5985.7,1.852414922231318
Bajra,2018,Kharif     ,Bihar,3109.0,3525,1521.4,504279.8,1088.15,1.1338050820199421
Barley,2018,Rabi       ,Bihar,14265.0,28393,1521.4,2313783.0,4992.75,1.9903960743077462
Castor seed,2018,Kharif     ,Bihar,85.0,82,1521.4,13787.0,29.75,0.9647058823529412
Coriander,2018,Whole Year ,Bihar,2539.0,2298,1521.4,411825.8,888.65,0.9050807404489957
Garlic,2018,Whole Year ,Bihar,1780.0,2675,1521.4,288716.0,623.0,1.502808988764045
Ginger,2018,Whole Year ,Bihar,452.0,838,1521.4,73314.4,158.2,1.8539823008849559
Gram,2018,Rabi       ,Bihar,56477.0,67692,1521.4,9160569.4,19766.95,1.1985764116365953
Groundnut,2018,Kharif     ,Bihar,856.0,873,1521.4,138843.2,299.6,1.019859813084112
Horse-gram,2018,Kharif     ,Bihar,9912.0,8965,1521.4,1607726.4,3469.2,0.9044592413236481
Jowar,2018,Kharif     ,Bihar,716.0,763,1521.4,116135.2,250.6,1.0656424581005586
Jute,2018,Kharif     ,Bihar,70634.0,928636,1521.4,11456834.8,24721.9,13.147152929184246
Khesari,2018,Rabi       ,Bihar,50452.0,51379,1521.4,8183314.4,17658.2,1.0183738999445018
Linseed,2018,Rabi       ,Bihar,9657.0,8195,1521.4,1566365.4,3379.95,0.8486072279175727
Maize,2018,Autumn     ,Bihar,223317.0,464137,1521.4,36222017.4,78160.95,2.078377373867641
Maize,2018,Rabi       ,Bihar,282344.0,2098443,1521.4,45796196.8,98820.4,7.432220978664325
Maize,2018,Summer     ,Bihar,163817.0,631331,1521.4,26571117.4,57335.95,3.8538796339818213
Masoor,2018,Rabi       ,Bihar,147914.0,148026,1521.4,23991650.8,51769.9,1.0007571967494626
Mesta,2018,Kharif     ,Bihar,14483.0,28018,1521.4,2349142.6,5069.05,1.9345439480770559
Moong(Green Gram),2018,Kharif     ,Bihar,9155.0,5315,1521.4,1484941.0,3204.25,0.5805570726379028
Moong(Green Gram),2018,Summer     ,Bihar,160470.0,113163,1521.4,26028234.0,56164.5,0.7051972331276875
Onion,2018,Rabi       ,Bihar,13014.0,170865,1521.4,2110870.8,4554.9,13.129322268326417
Other  Rabi pulses,2018,Rabi       ,Bihar,1118.0,1123,1521.4,181339.6,391.3,1.0044722719141324
Other Kharif pulses,2018,Kharif     ,Bihar,2049.0,1630,1521.4,332347.8,717.15,0.7955100048804294
Peas & beans (Pulses),2018,Rabi       ,Bihar,16545.0,17147,1521.4,2683599.0,5790.75,1.0363856149894228
Potato,2018,Rabi       ,Bihar,84227.0,1076879,1521.4,13661619.4,29479.45,12.785436973891983
Potato,2018,Winter     ,Bihar,73008.0,1109773,1521.4,11841897.6,25552.8,15.200704032434802
Ragi,2018,Kharif     ,Bihar,2883.0,3088,1521.4,467622.6,1009.05,1.071106486298994
Rapeseed &Mustard,2018,Rabi       ,Bihar,80586.0,103954,1521.4,13071049.2,28205.1,1.2899759263395627
Rice,2018,Autumn     ,Bihar,445393.0,615668,1521.4,72242744.6,155887.55,1.3823028202059755
Rice,2018,Summer     ,Bihar,60400.0,136281,1521.4,9796880.0,21140.0,2.2563079470198675
Rice,2018,Winter     ,Bihar,2653929.0,5403580,1521.4,430467283.8,928875.15,2.0360680334703756
Safflower,2018,Rabi       ,Bihar,88.0,71,1521.4,14273.6,30.8,0.8068181818181818
Sannhamp,2018,Kharif     ,Bihar,772.0,624,1521.4,125218.4,270.2,0.8082901554404145
Sesamum,2018,Kharif     ,Bihar,1619.0,1381,1521.4,262601.8,566.65,0.8529956763434219
Small millets,2018,Kharif     ,Bihar,9317.0,6996,1521.4,1511217.4,3260.95,0.7508854781582054
Sugarcane,2018,Whole Year ,Bihar,225567.0,20116277,1521.4,36586967.4,78948.45,89.18093958779431
Sunflower,2018,Rabi       ,Bihar,7308.0,10355,1521.4,1185357.6,2557.8,1.4169403393541324
Tobacco,2018,Whole Year ,Bihar,10809.0,18925,1521.4,1753219.8,3783.15,1.7508557683411972
Turmeric,2018,Whole Year ,Bihar,2981.0,3082,1521.4,483518.2,1043.35,1.033881247903388
Urad,2018,Kharif     ,Bihar,8180.0,7312,1521.4,1326796.0,2863.0,0.8938875305623472
Wheat,2018,Rabi       ,Bihar,2156652.0,6465905,1521.4,349808954.4,754828.2,2.99812162555665
Arhar/Tur,2018,Kharif     ,Chhattisgarh,62420.0,29962,1515.5,10124524.0,21847.0,0.4800064082024992
Bajra,2018,Kharif     ,Chhattisgarh,44.0,26,1515.5,7136.8,15.4,0.5909090909090909
Bajra,2018,Whole Year ,Chhattisgarh,1397.0,29445,1515.5,226593.4,488.95,21.0773085182534
Barley,2018,Rabi       ,Chhattisgarh,1698.0,1356,1515.5,275415.6,594.3,0.7985865724381626
Castor seed,2018,Kharif     ,Chhattisgarh,49.0,20,1515.5,7947.8,17.15,0.40816326530612246
Coriander,2018,Whole Year ,Chhattisgarh,1452.0,387,1515.5,235514.4,508.2,0.2665289256198347
Cotton(lint),2018,Whole Year ,Chhattisgarh,1433.0,2253,1515.5,232432.6,501.55,1.5722260990928123
Dry chillies,2018,Whole Year ,Chhattisgarh,6686.0,4185,1515.5,1084469.2,2340.1,0.6259347891115764
Garlic,2018,Whole Year ,Chhattisgarh,1244.0,3485,1515.5,201776.8,435.4,2.8014469453376205
Ginger,2018,Whole Year ,Chhattisgarh,1843.0,2160,1515.5,298934.6,645.05,1.1720021703743895
Gram,2018,Rabi       ,Chhattisgarh,330912.0,345472,1515.5,53673926.4,115819.2,1.0439996131902136
Groundnut,2018,Kharif     ,Chhattisgarh,23945.0,30721,1515.5,3883879.0,8380.75,1.2829818333681353
Horse-gram,2018,Kharif     ,Chhattisgarh,37505.0,14524,1515.5,6083311.0,13126.75,0.3872550326623117
Horse-gram,2018,Rabi       ,Chhattisgarh,1150.0,345,1515.5,186530.0,402.5,0.3
Jowar,2018,Whole Year ,Chhattisgarh,3088.0,2827,1515.5,500873.6,1080.8,0.915479274611399
Jute,2018,Kharif     ,Chhattisgarh,131.0,0,1515.5,21248.2,45.85,0.0
Khesari,2018,Rabi       ,Chhattisgarh,177616.0,124154,1515.5,28809315.2,62165.6,0.6990023421313395
Linseed,2018,Rabi       ,Chhattisgarh,16055.0,4351,1515.5,2604121.0,5619.25,0.2710059171597633
Maize,2018,Kharif     ,Chhattisgarh,118047.0,303145,1515.5,19147223.4,41316.45,2.568002575245453
Masoor,2018,Rabi       ,Chhattisgarh,12585.0,4588,1515.5,2041287.0,4404.75,0.3645609852999603
Mesta,2018,Kharif     ,Chhattisgarh,1473.0,2865,1515.5,238920.6,515.55,1.945010183299389
Moong(Green Gram),2018,Kharif     ,Chhattisgarh,7562.0,3866,1515.5,1226556.4,2646.7,0.5112404125892621
Moong(Green Gram),2018,Rabi       ,Chhattisgarh,3177.0,986,1515.5,515309.4,1111.95,0.3103556814604973
Niger seed,2018,Kharif     ,Chhattisgarh,54751.0,10503,1515.5,8880612.2,19162.85,0.19183211265547662
Onion,2018,Whole Year ,Chhattisgarh,4619.0,25561,1515.5,749201.8,1616.65,5.5338817925958
Other  Rabi pulses,2018,Rabi       ,Chhattisgarh,3285.0,272,1515.5,532827.0,1149.75,0.08280060882800609
Other Kharif pulses,2018,Kharif     ,Chhattisgarh,6484.0,1612,1515.5,1051704.8,2269.4,0.2486119679210364
Peas & beans (Pulses),2018,Rabi       ,Chhattisgarh,10016.0,3892,1515.5,1624595.2,3505.6,0.38857827476038337
Potato,2018,Kharif     ,Chhattisgarh,1441.0,7619,1515.5,233730.2,504.35,5.287300485773768
Potato,2018,Rabi       ,Chhattisgarh,8991.0,47544,1515.5,1458340.2,3146.85,5.2879546212879545
Ragi,2018,Kharif     ,Chhattisgarh,6880.0,1682,1515.5,1115936.0,2408.0,0.2444767441860465
Rapeseed &Mustard,2018,Rabi       ,Chhattisgarh,38828.0,18958,1515.5,6297901.6,13589.8,0.4882558978057072
Rice,2018,Kharif     ,Chhattisgarh,4141378.0,6509430,1515.5,671731511.6,1449482.3,1.5718029119776074
Safflower,2018,Rabi       ,Chhattisgarh,208.0,80,1515.5,33737.6,72.8,0.38461538461538464
Sannhamp,2018,Kharif     ,Chhattisgarh,983.0,519,1515.5,159442.6,344.05,0.5279755849440488
Sesamum,2018,Kharif     ,Chhattisgarh,16557.0,5729,1515.5,2685545.4,5794.95,0.3460167904813674
Small millets,2018,Kharif     ,Chhattisgarh,76737.0,26264,1515.5,12446741.4,26857.95,0.3422599267628393
Soyabean,2018,Kharif     ,Chhattisgarh,81562.0,52197,1515.5,13229356.4,28546.7,0.6399671415610211
Sugarcane,2018,Whole Year ,Chhattisgarh,43267.0,93432,1515.5,7017907.4,15143.45,2.159428663877782
Sunflower,2018,Whole Year ,Chhattisgarh,847.0,27,1515.5,137383.4,296.45,0.031877213695395513
Sweet potato,2018,Whole Year ,Chhattisgarh,2561.0,14514,1515.5,415394.2,896.35,5.667317454119485
Tobacco,2018,Whole Year ,Chhattisgarh,16.0,8,1515.5,2595.2,5.6,0.5
Turmeric,2018,Whole Year ,Chhattisgarh,1375.0,1323,1515.5,223025.0,481.25,0.9621818181818181
Urad,2018,Kharif     ,Chhattisgarh,78781.0,25836,1515.5,12778278.2,27573.35,0.32794709384242393
Urad,2018,Rabi       ,Chhattisgarh,2925.0,871,1515.5,474435.0,1023.75,0.29777777777777775
Wheat,2018,Rabi       ,Chhattisgarh,99925.0,166979,1515.5,16207835.0,34973.75,1.6710432824618464
Arhar/Tur,2018,Kharif     ,Gujarat,254347.0,307473,1125.4,41255083.4,89021.45,1.208872131379572
Bajra,2018,Kharif     ,Gujarat,163540.0,228467,1125.4,26526188.0,57239.0,1.3970099058334353
Bajra,2018,Summer     ,Gujarat,228035.0,664155,1125.4,36987277.0,79812.25,2.912513429955928
Banana,2018,Whole Year ,Gujarat,36405.0,2815267,1125.4,5904891.0,12741.75,77.33187748935586
Castor seed,2018,Kharif     ,Gujarat,521877.0,944316,1125.4,84648449.4,182656.95,1.8094608499703952
Cotton(lint),2018,Kharif     ,Gujarat,2660056.0,6302745,1125.4,431461083.2,931019.6,2.3694031253477372
Dry chillies,2018,Whole Year ,Gujarat,4532.0,4321,1125.4,735090.4,1586.2,0.953442188879082
Garlic,2018,Whole Year ,Gujarat,9870.0,67237,1125.4,1600914.0,3454.5,6.81225937183384
Gram,2018,Rabi       ,Gujarat,172954.0,234888,1125.4,28053138.8,60533.9,1.3580952160690125
Groundnut,2018,Kharif     ,Gujarat,1566372.0,2143341,1125.4,254065538.4,548230.2,1.3683473657598577
Groundnut,2018,Summer     ,Gujarat,27842.0,60032,1125.4,4515972.4,9744.7,2.1561669420300267
